order_id,order_date,region,category,product,customer,quantity,unit_price,sales,cost
ORD-00308,2026-01-20,Lahore,,Bookshelf,Vertex Ltd,6,24112.44,144674.64,102048.9
ORD-00128,2026-06-17,Islamabad,,Printer Paper Box,Indus Co,4,4300.13,17200.52,"PKR 12,271.20"
ORD-00100,01-18-2026,Islamabad,Office Supplies,Printer Paper Box,Indus Stores,2,4372.54,8745.08,5941.36
ORD-00376,2026-02-28,Karachi,Electronics,Smartphone,Jinnah Stores,6,95979.85,575879.1,
ORD-00083,2026-04-18,Karachi,Furniture,Bookshelf,Unity Mart,2,25067.24,50134.48,33994.1
ORD-00564,2026-05-04,Islamabad,Electronics,Monitor,Royal Ltd,2,54264.45,108528.9,76771.06
ORD-00212,2026-05-28,Karachi,Office Supplies,Ink Cartridge,Royal Enterprises,3,9794.3,29382.9,20674.11
ORD-00272,2026-04-08,Karachi,Home Appliances,Air Fryer,Horizon Co,4,26801.68,107206.72,88027.16
ORD-00033,2026-01-04,Karachi,Electronics,Wireless Earbuds,Sigma Enterprises,6,15538.39,93230.34,54744.48
ORD-00315,2026-02-08,Faisalabad,Furniture,Office Chair,Khyber Solutions,6,36500.28,219001.68,160581.48
ORD-00037,2026-06-04,Multan,Home Appliances,Microwave Oven,Green Mart,6,41075.31,246451.86,181372.44
ORD-00577,2026-03-08,Karachi,,Monitor,Beta Traders,4,51451.2,205804.8,155787.16
ORD-00062,2026-06-17,Islamabad,FURNITURE,Filing Cabinet,Zenith Ltd,6,34195.94,205175.64,141909.36
ORD-00592,13/03/2026,Multan,,Filing Cabinet,Royal Ltd,5,34425.64,172128.2,122126.5
ORD-00184,2026-03-26,Rawalpindi,Clothing,Formal Shirt,Zenith Stores,1,6697.22,6697.22,3878.81
ORD-00387,2026-06-24,Faisalabad,Office Supplies,Notebook Pack,Delta Ltd,6,1719.1,10314.6,6544.32
ORD-00365,2026-05-02,karachi,Furniture,Study Desk,Delta Mart,1,50225.4,50225.4,35418.48
ORD-00028,2026-03-21,Lahore,Home Appliances,Air Fryer,Indus Enterprises,1,29036.22,29036.22,21694.2
ORD-00313,2026-04-13,Multan,Office Supplies,Printer Paper Box,Unity Mart,5,4118.21,20591.05,14350.9
ORD-00498,03-09-2026, Lahore ,Electronics,Laptop,Metro Traders,2,177717.47,355434.94,305376.16
ORD-00004,2026-03-11,Lahore,Office Supplies,Printer Paper Box,Pak Industries,2,4423.74,8847.48,6183.02
ORD-00522,2026-03-15,Karachi,Furniture,Study Desk,Nexus Co,4,51525.47,206101.88,142248.6
ORD-00162,2026-05-27,Rawalpindi,Office Supplies,Desk Organizer,Green Solutions,6,3148.08,18888.48,11172.24
ORD-00552,2026-01-07,Lahore,Electronics,Wireless Earbuds,Nexus Traders,3,14868.26,44604.78,27258.6
ORD-00415,2026-03-18,Karachi,Clothing,Jacket,Crescent Industries,3,16612.29,49836.87,34010.97
ORD-00502,2026-02-22,Lahore,Home Appliances,Air Fryer,Vertex Industries,4,29553.65,118214.6,87708.0
ORD-00277,2026-02-13,Faisalabad,Electronics,Keyboard,Prime Ltd,5,12038.57,60192.85,40187.35
ORD-00393,2026-04-03,LAHORE,Clothing,Polo Shirt,Alpha Co,2,5054.11,10108.22,5764.4
ORD-00148,2026-06-06,Multan,ELECTRONICS,Laptop,Crescent Ltd,2,181673.98,363347.96,290657.76
ORD-00417,2026-03-11,Karachi,Electronics,Smartphone,Delta Solutions,4,105131.21,420524.84,312595.12
ORD-00239,2026-05-23,Karachi,Home Appliances,Air Fryer,Prime Co,6,26631.04,159786.24,"PKR 123,715.44"
ORD-00339,2026-03-30,Karachi,Office Supplies,Desk Organizer,West Ltd,3,3186.29,9558.87,5704.35
ORD-00312,2026-05-27,Islamabad,Electronics,Monitor,Green Industries,5,54689.37,273446.85,198264.05
ORD-00318,2026-03-12,Islamabad,Clothing,Jacket,Prime Mart,6,18765.37,"112,592.22",65966.82
ORD-00463,01-21-2026,Rawalpindi,Home Appliances,Electric Kettle,Khyber Stores,2,8210.65,16421.3,11853.62
ORD-00221,2026-04-03,Karachi,Electronics,Monitor,West Enterprises,3,48477.53,145432.59,120444.36
ORD-00406,2026-06-23,Islamabad,Clothing,Formal Shirt,Metro Solutions,4,6053.96,24215.84,16149.68
ORD-00078,2026-02-10,Islamabad,Office Supplies,Notebook Pack,Indus Mart,1,1939.99,1939.99,1132.13
ORD-00566,2026-05-13,Karachi,Furniture,Study Desk,Nexus Co,5,50778.8,253894.0,171750.2
ORD-00503,2026-01-21,Multan,Electronics,Keyboard,Falcon Traders,2,11855.15,23710.3,15950.86
ORD-00029,2026-06-15,Faisalabad,Electronics,Wireless Earbuds,Falcon Co,6,15424.18,92545.08,53782.62
ORD-00259,2026-05-27,Islamabad,Furniture,Office Chair,Crescent Enterprises,4,36344.19,145376.76,112923.56
ORD-00283,26/05/2026,Karachi,Home Appliances,Vacuum Cleaner,Khyber Solutions,4,31537.45,126149.8,96467.04
ORD-00537,2026-02-20,Karachi, Furniture ,Office Chair,Alpha Industries,3,40560.1,121680.3,"PKR 81,022.62"
ORD-00096,2026-04-25,Multan,Electronics,Keyboard,Green Ltd,5,12004.04,60020.2,39142.95
ORD-00066,2026-05-15,Lahore,Electronics,Wireless Earbuds,Sigma Stores,2,15553.79,31107.58,"PKR 17,715.12"
ORD-00152,2026-06-14,Faisalabad, Furniture ,Filing Cabinet,Indus Industries,1,31023.82,31023.82,23417.89
ORD-00489,30/01/2026,Karachi,Home Appliances,Microwave Oven,Unity Mart,2,37465.12,74930.24,59842.46
ORD-00356,2026-05-10,Karachi,Furniture,Filing Cabinet,Indus Traders,1,32084.02,32084.02,23282.61
ORD-00059,2026-05-05,KARACHI,Home Appliances,Microwave Oven,Falcon Industries,1,37465.88,37465.88,31335.97
ORD-00460,2026-02-01,Lahore,Home Appliances,Vacuum Cleaner,Unity Industries,1,35341.1,35341.1,
ORD-00023,2026-06-06,Lahore,Home Appliances,Vacuum Cleaner,Jinnah Stores,2,34371.09,68742.18,48875.9
ORD-00176,2026-06-12,Lahore,Office Supplies,Printer Paper Box,Prime Enterprises,2,4216.23,8432.46,6193.1
ORD-00067,2026-06-08,Karachi,Home Appliances,Air Fryer,Indus Mart,6,28376.05,170256.3,124876.8
ORD-00447,02-21-2026,Karachi,Home Appliances,Microwave Oven,Beta Ltd,5,42040.99,210204.95,149757.1
ORD-00510,09/06/2026,Lahore,Electronics,Smartphone,Metro Ltd,5,91515.37,457576.85,384143.45
ORD-00449,2026-02-11,Multan,Clothing,Jacket,Nexus Co,4,18336.55,73346.2,44078.8
ORD-00472,2026-06-08,Faisalabad,Electronics,Wireless Earbuds,,6,15060.25,90361.5,"PKR 52,522.26"
ORD-00055,2026-04-27,KARACHI,Furniture,Bookshelf,Sigma Enterprises,3,25752.93,77258.79,51952.8
ORD-00276,2026-01-11, Islamabad ,Clothing,Trousers,Beta Solutions,6,8338.6,50031.6,31899.96
ORD-00477,27/03/2026,Karachi,Electronics,Monitor,Horizon Co,6,55598.56,333591.36,226837.98
ORD-00591,2026-02-08,Karachi,Clothing,Trousers,Nexus Solutions,6,8791.01,52746.06,30694.44
ORD-00357,2026-02-22,Lahore,Electronics,Smartphone,Vertex Mart,5,105143.41,525717.05,397531.4
ORD-00234,2026-01-22,Multan,Home Appliances,Electric Kettle,Khyber Mart,1,8342.67,8342.67,5873.44
ORD-00108,2026-03-04,Islamabad,Home Appliances,Microwave Oven,Sigma Traders,1,38640.88,38640.88,29631.51
ORD-00322,2026-04-16,Lahore,Office Supplies,Ink Cartridge,Khyber Stores,2,9814.64,"19,629.28",14250.94
ORD-00549,2026-04-19, Islamabad ,Furniture,Bookshelf,Unity Enterprises,4,22966.26,91865.04,67307.88
ORD-00488,2026-05-25,Karachi,Office Supplies,Printer Paper Box,Sigma Solutions,6,4035.19,24211.14,
ORD-00520,2026-05-31,Islamabad,Electronics,Smartphone,Khyber Solutions,4,103103.87,,311100.24
ORD-00099,2026-01-01,Lahore,Office Supplies,Desk Organizer,,5,3158.05,15790.25,9243.2
ORD-00132,2026-06-24,Multan,Electronics,Keyboard,Beta Co,1,11650.86,11650.86,7578.28
ORD-00552,2026-01-07,Lahore,Electronics,Wireless Earbuds,Nexus Traders,3,14868.26,44604.78,27258.6
ORD-00253,2026-05-04,Rawalpindi,Electronics,Laptop,Beta Mart,5,190828.9,954144.5,712821.05
ORD-00330,2026-03-24,Faisalabad,Office Supplies,Desk Organizer,Alpha Ltd,6,3434.5,20607.0,11507.4
ORD-00138,2026-03-20,Karachi,clothing,Formal Shirt,Indus Co,2,6738.86,13477.72,7482.56
ORD-00079,2026-05-15,Islamabad,Electronics,Wireless Earbuds,Unity Ltd,6,13646.31,81877.86,53815.5
ORD-00366,2026-06-06,Islamabad,Clothing,Jacket,Prime Stores,4,17329.42,69317.68,45325.52
ORD-00554,2026-01-21,Karachi,Electronics,Wireless Earbuds,Indus Traders,3,14823.89,44471.67,27105.72
ORD-00328,2026-02-18,Karachi,Electronics,Monitor,Sigma Traders,4,49264.99,197059.96,162164.72
ORD-00241,2026-04-16,Karachi,Electronics,Smartphone,Metro Mart,4,103886.8,415547.2,303694.28
ORD-00374,2026-05-07,Islamabad,Office Supplies,Printer Paper Box,Indus Co,2,4044.3,8088.6,5821.8
ORD-00380,2026-01-07,Multan,Electronics,Smartphone,Beta Ltd,3,100835.68,302507.04,218195.52
ORD-00442,2026-02-26,Karachi,Home Appliances,Microwave Oven,Delta Traders,3,39536.49,118609.47,94118.55
ORD-00270,01-03-2026,,Electronics,Monitor,Horizon Traders,3,50071.45,150214.35,114464.58
ORD-00373,2026-02-08,Rawalpindi,Home Appliances,Vacuum Cleaner,Zenith Enterprises,2,34290.13,68580.26,50394.86
ORD-00268,2026-02-12,Lahore,Home Appliances,Air Fryer,Jinnah Solutions,4,29427.01,117708.04,83076.6
ORD-00397,2026-06-18,Rawalpindi,Office Supplies,Printer Paper Box,,1,4306.79,4306.79,3083.01
ORD-00410,2026-04-20,Karachi,Furniture,Filing Cabinet,,2,34296.3,68592.6,45201.54
ORD-00532,2026-02-04,Lahore,Furniture,Study Desk,Alpha Industries,2,48027.55,96055.1,73453.18
ORD-00191,2026-03-12,Rawalpindi,Home Appliances,Vacuum Cleaner,Vertex Enterprises,4,32465.77,129863.08,96093.64
ORD-00423,2026-04-28,Karachi,Home Appliances,Air Fryer,Sigma Stores,4,28020.63,112082.52,80651.24
ORD-00197,2026-06-19,Karachi,Clothing,Polo Shirt,Zenith Solutions,4,4586.81,18347.24,11570.0
ORD-00565,2026-03-16,Islamabad,Furniture,Filing Cabinet,Falcon Solutions,6,31175.42,"187,052.52",144436.62
ORD-00570,2026-01-29,Islamabad,Clothing,Polo Shirt,Jinnah Mart,1,4645.26,4645.26,2774.01
ORD-00425,2026-06-20,Lahore,Clothing,Trousers,Pak Co,3,8549.84,"25,649.52",15728.91
ORD-00450,2026-01-04,Lahore, Home Appliances ,Microwave Oven,Khyber Solutions,4,36820.57,147282.28,117764.64
ORD-00495,2026-03-06,Karachi,Office Supplies,Desk Organizer,West Traders,5,3364.16,16820.8,9207.7
ORD-00022,2026-05-07,Islamabad,Home Appliances,Microwave Oven,Unity Mart,4,37550.22,150200.88,123649.32
ORD-00250,2026-03-24,Karachi,Furniture,Office Chair,Sigma Mart,2,36445.89,72891.78,55802.66
ORD-00304,2026-01-28,Lahore,Electronics,Smartphone,Delta Mart,4,92798.83,371195.32,318732.24
ORD-00013,2026-05-14,Islamabad,,Bookshelf,Royal Ltd,4,22791.16,91164.64,68989.4
ORD-00149,2026-04-16,Lahore,Electronics,Monitor,Green Mart,5,53437.56,267187.8,198649.65
ORD-00222,2026-06-25,Multan,Clothing,Formal Shirt,Delta Solutions,3,6673.46,"20,020.38",11935.56
ORD-00451,2026-02-05,Lahore,Furniture,Bookshelf,Falcon Mart,4,23792.52,95170.08,68813.84
ORD-00232,2026-01-22,Lahore,Electronics,Monitor,Falcon Mart,5,51749.03,258745.15,198858.5
ORD-00597,2026-05-25,Multan,Furniture,Office Chair,Delta Enterprises,5,40117.77,200588.85,136926.15
ORD-00225,02-03-2026,Karachi,electronics,Laptop,Sigma Industries,5,189858.61,949293.05,731756.3
ORD-00230,2026-02-14,RAWALPINDI,Home Appliances,Microwave Oven,West Co,5,40027.19,200135.95,143060.55
ORD-00507,2026-03-24,Lahore,Electronics,Laptop,Vertex Stores,4,173076.85,692307.4,583636.44
ORD-00027,16/06/2026,Karachi,Electronics,Laptop,Delta Stores,5,176278.61,881393.05,712340.35
ORD-00281,2026-04-22,faisalabad,Furniture,Office Chair,Green Traders,6,35639.0,213834.0,162605.22
ORD-00159,2026-02-11,Karachi,Electronics,Smartphone,Unity Traders,6,94178.95,565073.7,462912.36
ORD-00562,2026-01-29,Faisalabad,HOME APPLIANCES,Air Fryer,Beta Co,4,29591.75,118367.0,80386.68
ORD-00252,2026-03-20,Karachi,furniture,Filing Cabinet,Khyber Stores,2,31543.6,63087.2,48548.46
ORD-00042,2026-04-08,Faisalabad,Home Appliances,Vacuum Cleaner,Metro Enterprises,1,31314.92,31314.92,25640.12
ORD-00454,2026-01-16,Lahore,Furniture,Office Chair,Prime Industries,2,40287.72,80575.44,56444.28
ORD-00231,2026-01-03,Karachi,Clothing,Jacket,Indus Solutions,5,17757.9,88789.5,55030.25
ORD-00332,2026-03-21,Lahore,Electronics,Wireless Earbuds,Pak Mart,5,13919.72,69598.6,44754.5
ORD-00085,2026-01-31,Lahore,Home Appliances,Electric Kettle,Unity Traders,2,8158.8,16317.6,11410.4
ORD-00584,2026-06-19,faisalabad,Furniture,Study Desk,Green Ltd,5,51590.16,257950.8,"PKR 179,234.40"
ORD-00301,2026-05-14,Rawalpindi,Electronics,Laptop,Indus Industries,2,175621.83,351243.66,"PKR 301,749.62"
ORD-00107,05-17-2026,lahore,Electronics,Wireless Earbuds,Prime Solutions,1,14577.32,14577.32,9178.07
ORD-00395,2026-02-01,Karachi,Furniture,Bookshelf,,6,23574.88,141449.28,104133.12
ORD-00137,2026-03-16,,Furniture,Filing Cabinet,Indus Solutions,2,33275.82,66551.64,"PKR 47,218.82"
ORD-00407,2026-03-23,Karachi,Home Appliances,Vacuum Cleaner,Pak Traders,6,34792.0,"208,752.00",146926.86
ORD-00363,2026-06-24,Multan,Office Supplies,Printer Paper Box,Jinnah Enterprises,3,4178.51,12535.53,9445.59
ORD-00546,2026-06-19,Multan,Furniture,Study Desk,Alpha Solutions,3,47942.74,143828.22,101486.1
ORD-00349,2026-01-21,Karachi,Electronics,Laptop,Vertex Co,3,190831.82,572495.46,439682.25
ORD-00150,2026-01-24,Faisalabad,Office Supplies,Desk Organizer,Green Traders,6,3055.2,18331.2,11844.3
